244	33.8	23.9
245	34.6	25.0
246	36.2	25.7
247	30.1	26.4
248	32.7	24.6
249	33.0	26.4
250	33.8	25.3
251	33.8	25.3
252	28.9	21.8
253	27.5	17.6
254	28.6	18.0
255	30.1	19.4
256	31.2	20.4
257	31.9	22.2
258	30.8	22.5
259	30.4	21.8
260	29.3	20.4
261	26.8	18.7
262	27.1	17.3
263	28.2	17.3
264	26.8	16.9
265	26.1	16.9
266	24.3	16.6
267	24.6	16.9
268	25.0	16.9
269	23.2	16.6
270	24.3	14.1
271	23.6	15.5
272	24.3	16.2
273	24.6	16.2
274	25.3	15.9
275	23.6	15.2
276	21.8	15.2
277	21.5	12.3
278	23.6	12.0
279	24.3	12.3
280	24.6	12.3
281	23.6	13.8
282	22.5	13.8
283	21.5	13.1
284	22.5	10.6
285	22.2	13.1
286	22.9	13.1
287	21.1	14.1
288	20.1	12.3
289	19.4	11.3
290	20.8	9.1
291	20.4	8.8
292	21.1	8.8
293	22.5	9.1
294	22.9	10.2
295	23.2	11.3
296	23.6	11.6
297	16.6	14.1
298	16.6	11.6
299	19.0	11.3
300	21.1	10.2
301	18.7	11.6
302	18.7	12.3
303	18.0	7.7
304	18.3	8.0
305	18.3	10.2
306	16.6	8.0
307	16.6	6.9
308	16.6	8.0
309	16.6	8.8
310	14.5	5.8
311	14.1	9.9
312	14.1	11.3
313	13.8	6.9
314	13.4	5.4
315	13.1	9.9
316	14.1	5.8
317	14.1	8.0
318	13.1	9.1
319	12.7	8.8
320	13.4	10.9
321	14.5	10.2
322	13.4	9.1
323	13.1	7.7
324	12.7	6.2
325	12.7	6.9
326	13.4	8.4
327	14.5	9.5
328	14.5	10.9
329	14.1	8.4
330	13.4	7.7
331	12.3	10.2
332	12.3	10.6
333	13.1	9.5
334	15.2	11.3
335	13.8	10.9
336	13.4	8.4
337	13.8	10.2
338	10.9	6.2
339	10.2	6.6
340	9.5	6.2
341	9.5	3.9
342	9.5	4.3
343	9.9	5.8
344	9.1	3.9
345	8.8	4.3
346	8.4	4.7
347	10.2	5.1
348	9.5	6.6
349	9.9	5.8
350	9.9	5.1
351	10.6	4.3
352	10.6	4.3
353	8.4	4.3
354	6.6	1.6
355	5.8	0.0
356	4.7	-0.4
357	4.3	-2.5
358	3.9	-2.5
359	5.1	-1.7
360	4.7	-0.9
361	5.8	-0.4
362	6.2	0.0
363	6.6	2.4
364	6.9	2.0
365	8.4	3.9
1	7.7	4.7
2	6.6	4.3
3	6.6	5.1
4	6.6	5.1
5	6.6	3.1
6	5.8	3.9
7	5.1	4.3
8	5.4	4.3
9	5.8	2.4
10	5.1	2.0
11	6.2	2.7
12	6.2	2.0
13	6.6	2.4
14	7.3	2.7
15	8.4	4.7
16	10.2	6.6
17	11.6	7.7
18	11.3	8.8
19	12.3	9.5
20	19.0	10.2
21	12.7	7.7
22	13.1	4.7
23	10.9	6.9
24	8.8	7.7
25	7.3	5.4
26	8.8	5.8
27	9.5	3.5
28	10.2	1.6
29	10.2	1.6
30	8.8	3.1
